Session,Assessor,Product,Fineness of texture,Reflection,Transparency,Thickness Flow,Peaking,Stringy,Cushion,Instant whitening,Covering,Pick up,Bounce,Firmness,Spreadability,Watery,Greasiness,Cooling,Shininess instant ,Smoothness instant ,Stickiness instant ,Residue instant ,Shininess 2 min ,Smoothness 2 min ,Stickiness 2 min ,Residue 2 min ,Shininess 5 min ,Smoothness 5 min ,Stickiness 5 min ,Residue 5 min ,Speed of absorption,Overall_Texture,Color_Tone,Overall_Spreadability,Absorption_Speed,Odour_after_applying,Smoothness,Leaves_no_residue_feel,Stickiness,Moisturizing,Brightening_effect,Tightening,Overall_Liking
1,16,Rapid_V_1,9.5,10,9.5,3,2,2.5,3.5,2,2.5,3,2.5,3,9,8.5,7,6,8,7,8.5,7.5,7,8,7,6.5,5.5,8,6,4.5,8.5,4.480620155,4.356589147,4.565891473,4.248062016,3.860465116,4.100775194,4.178294574,4.100775194,3.968992248,3.914728682,3.875968992,4.162790698
1,22,Rapid_V_1,12,9.5,10.5,4,2,4,4,0,0,4.5,2,2,12.5,12.5,3,9,8,11,5,5.5,6,11,3,3.5,3.5,5,2.5,1.5,12,4.480620155,4.356589147,4.565891473,4.248062016,3.860465116,4.100775194,4.178294574,4.100775194,3.968992248,3.914728682,3.875968992,4.162790698
2,3,Rapid_V_1,7,9,7,5.5,1.5,1.5,3.5,1,1,3,3.5,2,10.5,8.5,7,8,9.5,6.5,8,8.5,9,6.5,9,8.5,9,6.5,9,9,5.5,4.480620155,4.356589147,4.565891473,4.248062016,3.860465116,4.100775194,4.178294574,4.100775194,3.968992248,3.914728682,3.875968992,4.162790698
2,6,Rapid_V_1,12,7.5,9,2.5,1.5,0.5,7.5,1,1,2.5,2.5,2,12,8,8.5,6,8,6,8.5,8,7,7,7.5,7.5,6,6,6,6,6,4.480620155,4.356589147,4.565891473,4.248062016,3.860465116,4.100775194,4.178294574,4.100775194,3.968992248,3.914728682,3.875968992,4.162790698
2,7,Rapid_V_1,13,13,7,7.5,0.5,5.5,4.5,0.5,0.5,3.5,2,2.5,10.5,8.5,7.5,5.5,8,5.5,9.5,9.5,7.5,6,8.5,8.5,6.5,7,7,7,6,4.480620155,4.356589147,4.565891473,4.248062016,3.860465116,4.100775194,4.178294574,4.100775194,3.968992248,3.914728682,3.875968992,4.162790698
2,10,Rapid_V_1,9.5,10.5,10,6,1.5,3.5,5,1,0.5,4,3,3,12,6,8,8.5,10,7.5,9,8,9,6,8,6.5,8,5,7,5,6.5,4.480620155,4.356589147,4.565891473,4.248062016,3.860465116,4.100775194,4.178294574,4.100775194,3.968992248,3.914728682,3.875968992,4.162790698
2,10,Rapid_V_1,9.5,10.5,10,6,1.5,3.5,5,1,0.5,4,3,3,12,6,8,8.5,10,7.5,9,7.5,9,6,8,6.5,8,5,7,5,7,4.480620155,4.356589147,4.565891473,4.248062016,3.860465116,4.100775194,4.178294574,4.100775194,3.968992248,3.914728682,3.875968992,4.162790698
2,11,Rapid_V_1,8,9,8,5,2.5,7,3,2,2,4,4.5,2.5,11.5,7.5,7.5,5,7,5,4.5,5,6,4.5,4.5,6,5,3,3,5,8.5,4.480620155,4.356589147,4.565891473,4.248062016,3.860465116,4.100775194,4.178294574,4.100775194,3.968992248,3.914728682,3.875968992,4.162790698
2,11,Rapid_V_1,9.5,10,8,4.5,2.5,7,3,2,2,4,4.5,2.5,11.5,7.5,7.5,5,7,5,4.5,5,6,4.5,4.5,6,5,3,3,5,8.5,4.480620155,4.356589147,4.565891473,4.248062016,3.860465116,4.100775194,4.178294574,4.100775194,3.968992248,3.914728682,3.875968992,4.162790698
2,12,Rapid_V_1,11.5,10,10,4.5,1,4,7.5,0.5,1,7,7,1,12,6.5,8.5,4.5,8.5,7,8,7.5,8,7.5,7.5,7,7,8,6,6.5,8.5,4.480620155,4.356589147,4.565891473,4.248062016,3.860465116,4.100775194,4.178294574,4.100775194,3.968992248,3.914728682,3.875968992,4.162790698
2,13,Rapid_V_1,11.5,11.5,9,5.5,3,4,5,0,0,5.5,4,4,11.5,9.5,4.5,7,8.5,8.5,7,6.5,6,6.5,5,5,4,6.5,4.5,4,10,4.480620155,4.356589147,4.565891473,4.248062016,3.860465116,4.100775194,4.178294574,4.100775194,3.968992248,3.914728682,3.875968992,4.162790698
2,14,Rapid_V_1,10.5,10.5,8.5,5.5,3,3,6.5,0.5,0.5,7,2.5,3,9.5,9,5,7,6.5,6.5,5.5,6.5,6,6.5,5,6,5.5,6,4,5,10,4.480620155,4.356589147,4.565891473,4.248062016,3.860465116,4.100775194,4.178294574,4.100775194,3.968992248,3.914728682,3.875968992,4.162790698
2,16,Rapid_V_1,9.5,9,9.5,3.5,2,2.5,3,1.5,1.5,3,2,2.5,9.5,9,7,6,8,6.5,8,7,7,7.5,7,5.5,5.5,8,5,4.5,8.5,4.480620155,4.356589147,4.565891473,4.248062016,3.860465116,4.100775194,4.178294574,4.100775194,3.968992248,3.914728682,3.875968992,4.162790698
2,22,Rapid_V_1,12,9,10.5,4,2,4,4,0,0,4,2,2.5,12,11.5,4,8,9,10,4,5.5,6,11,4,3.5,3.5,5,2.5,1.5,12,4.480620155,4.356589147,4.565891473,4.248062016,3.860465116,4.100775194,4.178294574,4.100775194,3.968992248,3.914728682,3.875968992,4.162790698
1,2,Estee_Perfectionist,10,10.5,8,4,3.5,3.5,9,3,3,5.5,6,5.5,9.5,6,9,7,8,7,7,7,7,6,6,6,5.5,7,6,5.5,8,4.266129032,3.983870968,4.39516129,4.137096774,3.782258065,4.112903226,4.084677419,3.806451613,4.201612903,3.975806452,3.826612903,4.076612903
1,3,Estee_Perfectionist,9,9.5,9,5.5,1.5,1,6,1,1,3,4,2.5,10,7,8.5,4.5,9,6,8,9,8,8,6,7,7,9,6.5,6.5,8,4.266129032,3.983870968,4.39516129,4.137096774,3.782258065,4.112903226,4.084677419,3.806451613,4.201612903,3.975806452,3.826612903,4.076612903
1,6,Estee_Perfectionist,9,8,11,5,0.5,3,7.5,1.5,0.5,4,1.5,1,9,6,8.5,3.5,8,7.5,6,8,7.5,7.5,3.5,4,4,6,2,3.5,9,4.266129032,3.983870968,4.39516129,4.137096774,3.782258065,4.112903226,4.084677419,3.806451613,4.201612903,3.975806452,3.826612903,4.076612903
1,7,Estee_Perfectionist,13,13,6,8,1,6,5.5,0,0,4,3,3,11,8,6.5,4.5,7.5,5.5,7,7,7,6,6.5,6.5,6.5,7,6,6,6.5,4.266129032,3.983870968,4.39516129,4.137096774,3.782258065,4.112903226,4.084677419,3.806451613,4.201612903,3.975806452,3.826612903,4.076612903
1,10,Estee_Perfectionist,10,11,7.5,5,1.5,2.5,5,1,0.5,5,2,2,12,6,8,7,10,7.5,7.5,7.5,9,6,6,6,8,5,5,5,6.5,4.266129032,3.983870968,4.39516129,4.137096774,3.782258065,4.112903226,4.084677419,3.806451613,4.201612903,3.975806452,3.826612903,4.076612903
1,11,Estee_Perfectionist,7.5,12.5,9.5,4,3,6,4.5,2,2,2,4.5,3,8.5,9.5,3,4,6.5,9,3,7.5,6,6,2.5,6,6,7.5,2.5,6,9,4.266129032,3.983870968,4.39516129,4.137096774,3.782258065,4.112903226,4.084677419,3.806451613,4.201612903,3.975806452,3.826612903,4.076612903
1,12,Estee_Perfectionist,12.5,10.5,10,5,1,6.5,8,1.5,1,8,6.5,1,11,6.5,8.5,6,8.5,7,5,7.5,7.5,8,3.5,7,6.5,8.5,3,6.5,8,4.266129032,3.983870968,4.39516129,4.137096774,3.782258065,4.112903226,4.084677419,3.806451613,4.201612903,3.975806452,3.826612903,4.076612903
1,13,Estee_Perfectionist,10,9.5,7.5,5,2.5,5.5,5.5,0,0.5,5.5,4,5,10,9,6,6.5,9,7.5,7.5,8,6.5,7,7,7,6,6.5,6,6,7.5,4.266129032,3.983870968,4.39516129,4.137096774,3.782258065,4.112903226,4.084677419,3.806451613,4.201612903,3.975806452,3.826612903,4.076612903
1,14,Estee_Perfectionist,10.5,11.5,6.5,6,4,4,6.5,0.5,1,5,3,3,9,8,6,6,9,8.5,6,7,8,6.5,6,7,6.5,6,5.5,6.5,7,4.266129032,3.983870968,4.39516129,4.137096774,3.782258065,4.112903226,4.084677419,3.806451613,4.201612903,3.975806452,3.826612903,4.076612903
1,15,Estee_Perfectionist,11.5,12,6.5,5,0.5,5,6.5,0.5,0.5,5.5,1,2,11.5,6,8,4,8.5,8,6.5,8,8.5,8,6,7.5,7.5,8.5,5.5,6.5,6,4.266129032,3.983870968,4.39516129,4.137096774,3.782258065,4.112903226,4.084677419,3.806451613,4.201612903,3.975806452,3.826612903,4.076612903
1,16,Estee_Perfectionist,8.5,8.5,8.5,3.5,1,2,2.5,1,1,3,2,2.5,8.5,8,7,3,8.5,6.5,7,7,7,7,5.5,5.5,5.5,5.5,4,4.5,8.5,4.266129032,3.983870968,4.39516129,4.137096774,3.782258065,4.112903226,4.084677419,3.806451613,4.201612903,3.975806452,3.826612903,4.076612903
1,17,Estee_Perfectionist,12,12.5,7,6,1.5,6.5,5,1.5,1.5,5,5,4,11.5,6,9,6,9.5,8.5,7.5,7,8.5,7.5,6,5.5,8,8,4.5,5.5,6.5,4.266129032,3.983870968,4.39516129,4.137096774,3.782258065,4.112903226,4.084677419,3.806451613,4.201612903,3.975806452,3.826612903,4.076612903
2,2,Estee_Perfectionist,11,11,8,5,2,3.5,8.5,2.5,2.5,6.5,7,6,9,5.5,9.5,6,8.5,8,7,7.5,6.5,6.5,6,6,5,5.5,5.5,5.5,7.5,4.266129032,3.983870968,4.39516129,4.137096774,3.782258065,4.112903226,4.084677419,3.806451613,4.201612903,3.975806452,3.826612903,4.076612903
2,3,Estee_Perfectionist,8,9.5,8,5,2,4,8,1.5,1.5,2.5,3,3,10,6,8,6,10,7,9.5,10,9,6.5,9,9,8.5,6.5,8,8.5,4,4.266129032,3.983870968,4.39516129,4.137096774,3.782258065,4.112903226,4.084677419,3.806451613,4.201612903,3.975806452,3.826612903,4.076612903
2,5,Estee_Perfectionist,11,12,5.5,8,0.5,6,5,0,0,3.5,3,3,9,6.5,7.5,3,8.5,5,8,8,8,5.5,7.5,7.5,7,6.5,7,7,5.5,4.266129032,3.983870968,4.39516129,4.137096774,3.782258065,4.112903226,4.084677419,3.806451613,4.201612903,3.975806452,3.826612903,4.076612903
2,6,Estee_Perfectionist,8.5,8,6,5,1,5,7.5,1,1,3,2,2.5,11,6,9,3,8,8,6,7.5,6,6.5,5.5,6,5,7.5,3,4,7.5,4.266129032,3.983870968,4.39516129,4.137096774,3.782258065,4.112903226,4.084677419,3.806451613,4.201612903,3.975806452,3.826612903,4.076612903
2,7,Estee_Perfectionist,11.5,12,5.5,8,1,6.5,6,0,0,3.5,3,3,8.5,7,7,7,8.5,5.5,7.5,7.5,8.5,6,7,7,7.5,6.5,7,7,6,4.266129032,3.983870968,4.39516129,4.137096774,3.782258065,4.112903226,4.084677419,3.806451613,4.201612903,3.975806452,3.826612903,4.076612903
2,10,Estee_Perfectionist,9,10,7.5,9,1,5,7,1,0.5,6,6,6,11,5,9,7.5,10,7.5,7.5,7.5,9,6,6,6,8,5,5.5,5,6.5,4.266129032,3.983870968,4.39516129,4.137096774,3.782258065,4.112903226,4.084677419,3.806451613,4.201612903,3.975806452,3.826612903,4.076612903
2,11,Estee_Perfectionist,11.5,13,6.5,6,1,4.5,7.5,0.5,0.5,4,3,3,12,7.5,7,4,9,7.5,6,9,8.5,7.5,6.5,8.5,8,7,6.5,8,5,4.266129032,3.983870968,4.39516129,4.137096774,3.782258065,4.112903226,4.084677419,3.806451613,4.201612903,3.975806452,3.826612903,4.076612903
2,12,Estee_Perfectionist,12.5,10.5,11.5,4.5,1.5,7,8,1,1,7.5,6.5,1.5,12,6.5,9,4,9,7,3.5,7.5,8.5,8,3,7,7.5,8.5,3,7,6.5,4.266129032,3.983870968,4.39516129,4.137096774,3.782258065,4.112903226,4.084677419,3.806451613,4.201612903,3.975806452,3.826612903,4.076612903
2,13,Estee_Perfectionist,11,11.5,8,4.5,2.5,4,6.5,0,0.5,5,4.5,5,10.5,9,6,6,9.5,8,8.5,8,6.5,6.5,7,6,5.5,6,5,5,8.5,4.266129032,3.983870968,4.39516129,4.137096774,3.782258065,4.112903226,4.084677419,3.806451613,4.201612903,3.975806452,3.826612903,4.076612903
2,15,Estee_Perfectionist,11.5,13,7,6,1,5.5,8.5,0.5,0.5,5.5,2.5,3,11,5,8.5,3,10,7,6,10,9.5,8,5.5,9.5,9,8,5,8.5,4,4.266129032,3.983870968,4.39516129,4.137096774,3.782258065,4.112903226,4.084677419,3.806451613,4.201612903,3.975806452,3.826612903,4.076612903
2,16,Estee_Perfectionist,9,8.5,9,4.5,1,3,3.5,1,1,4,2.5,3.5,8.5,7,9,3,8.5,8,7,7,7,7.5,5.5,5.5,6,6.5,4,3.5,8.5,4.266129032,3.983870968,4.39516129,4.137096774,3.782258065,4.112903226,4.084677419,3.806451613,4.201612903,3.975806452,3.826612903,4.076612903
2,17,Estee_Perfectionist,13,11.5,7,6,1.5,5.5,6,1,1,5.5,5.5,5.5,11,8,8.5,7.5,9.5,8.5,6.5,6,7.5,8.5,5.5,5,5.5,8,4.5,4,7.5,4.266129032,3.983870968,4.39516129,4.137096774,3.782258065,4.112903226,4.084677419,3.806451613,4.201612903,3.975806452,3.826612903,4.076612903
1,2,Olay_wrinkle,12,11.5,6,5.5,3.5,3,6,3.5,3.5,5.5,5.5,5,8.5,7,8,6,6.5,8.5,6,6.5,6,7,5.5,5.5,5,7,5,5,8.5,4.007936508,3.896825397,4.253968254,4.015873016,3.777777778,4.158730159,4.063492063,3.873015873,4.23015873,3.76984127,3.468253968,3.920634921
1,3,Olay_wrinkle,8.5,9,8,6,1.5,1.5,4.5,1.5,1.5,3,3.5,3,9,6,8.5,4.5,9,8.5,6,9,8,8.5,6.5,8.5,8.5,9,5.5,8,6,4.007936508,3.896825397,4.253968254,4.015873016,3.777777778,4.158730159,4.063492063,3.873015873,4.23015873,3.76984127,3.468253968,3.920634921
1,5,Olay_wrinkle,12.5,11.5,10,6.5,3.5,3.5,3.5,2,2,6,3,3,12.5,11.5,6,7,8.5,10.5,3.5,6,7.5,11,2.5,4,7,10.5,2.5,3.5,7.5,4.007936508,3.896825397,4.253968254,4.015873016,3.777777778,4.158730159,4.063492063,3.873015873,4.23015873,3.76984127,3.468253968,3.920634921
1,6,Olay_wrinkle,10,7.5,12,3.5,1.5,1,6,1,1,5,6,5,10.5,10.5,5,3,9,8,3,6,6,7.5,1.5,4.5,5,7.5,1,3,10.5,4.007936508,3.896825397,4.253968254,4.015873016,3.777777778,4.158730159,4.063492063,3.873015873,4.23015873,3.76984127,3.468253968,3.920634921
1,7,Olay_wrinkle,13,13,6,8.5,0.5,2,3,0,0,4,3,3,11,9.5,6.5,6,7.5,6.5,5.5,5.5,7,8,4.5,5,6.5,9,4,4.5,7.5,4.007936508,3.896825397,4.253968254,4.015873016,3.777777778,4.158730159,4.063492063,3.873015873,4.23015873,3.76984127,3.468253968,3.920634921
1,10,Olay_wrinkle,12,12,7.5,7.5,1,1,5,1,0.5,4.5,5,3,11,6,8,7,8,7.5,7.5,7.5,7,6,6,6,6,5.5,5,5,7,4.007936508,3.896825397,4.253968254,4.015873016,3.777777778,4.158730159,4.063492063,3.873015873,4.23015873,3.76984127,3.468253968,3.920634921
1,11,Olay_wrinkle,12,13,7.5,5,3,2.5,3.5,1.5,2,6,6,3,9,9.5,4.5,7.5,5,5.5,5,4.5,5,6,2,3,4,4.5,2,3,12,4.007936508,3.896825397,4.253968254,4.015873016,3.777777778,4.158730159,4.063492063,3.873015873,4.23015873,3.76984127,3.468253968,3.920634921
1,12,Olay_wrinkle,12,9.5,8.5,6,1,1,8,1,1,9,2.5,1.5,12,6,8.5,6.5,7.5,9.5,3,7.5,7,9,3,7,6,8.5,3,6.5,7.5,4.007936508,3.896825397,4.253968254,4.015873016,3.777777778,4.158730159,4.063492063,3.873015873,4.23015873,3.76984127,3.468253968,3.920634921
1,13,Olay_wrinkle,11.5,10.5,5,6,2.5,3,5,0.5,0.5,5,5,4.5,10.5,10,5,6,8.5,8,7,7,6.5,7,6,6.5,5.5,6.5,5,4.5,9.5,4.007936508,3.896825397,4.253968254,4.015873016,3.777777778,4.158730159,4.063492063,3.873015873,4.23015873,3.76984127,3.468253968,3.920634921
1,14,Olay_wrinkle,12,12,7,6,3,3,5.5,0.5,0.5,7,3,2,10,8.5,5,5,8,8.5,3,6,6.5,8,3,5,5,6.5,3,4,10,4.007936508,3.896825397,4.253968254,4.015873016,3.777777778,4.158730159,4.063492063,3.873015873,4.23015873,3.76984127,3.468253968,3.920634921
1,15,Olay_wrinkle,11,11,7,5.5,1,0.5,7,0,0,7,1,2,12,7,8.5,3,8.5,10,5.5,7,8,10,5.5,7,7.5,9.5,5,6,9,4.007936508,3.896825397,4.253968254,4.015873016,3.777777778,4.158730159,4.063492063,3.873015873,4.23015873,3.76984127,3.468253968,3.920634921
1,16,Olay_wrinkle,10.5,9,8.5,4.5,0.5,0.5,1.5,0.5,0.5,2.5,1,2,9,9,6,3,6,8,6.5,6.5,5.5,7.5,5,5.5,4.5,6,3.5,3.5,8.5,4.007936508,3.896825397,4.253968254,4.015873016,3.777777778,4.158730159,4.063492063,3.873015873,4.23015873,3.76984127,3.468253968,3.920634921
1,2,Olay_wrinkle,12,11.5,8.5,4.5,2.5,2.5,7,2.5,2.5,4.5,4.5,5,11.5,6.5,8.5,8.5,8,8,6.5,7.5,6,8.5,5.5,6.5,5,7.5,4,5,8,4.007936508,3.896825397,4.253968254,4.015873016,3.777777778,4.158730159,4.063492063,3.873015873,4.23015873,3.76984127,3.468253968,3.920634921
1,3,Olay_wrinkle,12.5,11.5,10,6.5,3,3,4.5,2,1.5,3,3.5,3,10.5,9,7.5,6.5,8.5,8.5,3,6,8,8.5,6.5,5.5,5,6.5,3,4,7.5,4.007936508,3.896825397,4.253968254,4.015873016,3.777777778,4.158730159,4.063492063,3.873015873,4.23015873,3.76984127,3.468253968,3.920634921
1,5,Olay_wrinkle,12.5,11.5,9.5,7.5,3.5,3.5,3.5,3,2.5,6,3.5,2.5,11.5,9,9.5,7,9,10,3.5,6,8,10.5,3,5.5,7,11,2.5,3.5,9,4.007936508,3.896825397,4.253968254,4.015873016,3.777777778,4.158730159,4.063492063,3.873015873,4.23015873,3.76984127,3.468253968,3.920634921
1,7,Olay_wrinkle,13,13,5.5,8,0.5,2,4,0,0,4,3,3,10,8,6.5,6,7.5,6.5,5.5,5.5,7,7.5,5.5,5.5,6.5,8.5,5,5,6.5,4.007936508,3.896825397,4.253968254,4.015873016,3.777777778,4.158730159,4.063492063,3.873015873,4.23015873,3.76984127,3.468253968,3.920634921
1,10,Olay_wrinkle,12,12,8,8,1.5,1.5,4.5,1,0.5,5.5,6,6,11,6,8,6.5,9,7.5,7.5,7.5,8,6,6,6,7,10,5,5,6.5,4.007936508,3.896825397,4.253968254,4.015873016,3.777777778,4.158730159,4.063492063,3.873015873,4.23015873,3.76984127,3.468253968,3.920634921
1,11,Olay_wrinkle,12.5,12.5,10.5,7,3,3,4.5,2,2,4,4,3,8.5,9,4.5,4,7,8,2.5,7,6.5,6.5,3,4.5,5,7,2,4.5,9,4.007936508,3.896825397,4.253968254,4.015873016,3.777777778,4.158730159,4.063492063,3.873015873,4.23015873,3.76984127,3.468253968,3.920634921
1,12,Olay_wrinkle,12,11,9.5,5,1,2,2.5,1,1,9,6,3,12.5,6.5,8,3.5,8,7.5,3.5,7.5,7.5,8,3,7,6,7.5,3,6.5,7.5,4.007936508,3.896825397,4.253968254,4.015873016,3.777777778,4.158730159,4.063492063,3.873015873,4.23015873,3.76984127,3.468253968,3.920634921
1,13,Olay_wrinkle,11.5,11.5,8.5,5,2,2,4.5,0.5,0.5,4.5,4.5,4.5,10.5,9,7.5,6.5,8.5,8.5,7.5,7.5,6.5,7,5.5,5.5,5,7,4.5,4.5,9,4.007936508,3.896825397,4.253968254,4.015873016,3.777777778,4.158730159,4.063492063,3.873015873,4.23015873,3.76984127,3.468253968,3.920634921
1,14,Olay_wrinkle,12,12,5.5,4.5,4.5,4.5,6.5,0,0,5,2.5,2,11,8,5,6,7.5,10,5,9,9,10,4,8.5,7,8,3,7.5,6.5,4.007936508,3.896825397,4.253968254,4.015873016,3.777777778,4.158730159,4.063492063,3.873015873,4.23015873,3.76984127,3.468253968,3.920634921
1,15,Olay_wrinkle,13,13,8,5,0.5,0.5,4.5,0,0,4.5,1.5,2.5,12,5.5,7.5,4,10,9.5,6,9.5,9.5,8.5,5.5,10,9,7.5,5.5,8.5,5,4.007936508,3.896825397,4.253968254,4.015873016,3.777777778,4.158730159,4.063492063,3.873015873,4.23015873,3.76984127,3.468253968,3.920634921
1,16,Olay_wrinkle,10.5,8.5,9,4,1,1.5,3,0.5,0.5,3,2.5,2,8.5,8.5,7,3,8,9,6,6.5,6.5,8,4.5,5,6,7,3,4,9,4.007936508,3.896825397,4.253968254,4.015873016,3.777777778,4.158730159,4.063492063,3.873015873,4.23015873,3.76984127,3.468253968,3.920634921
1,17,Olay_wrinkle,14,11,7.5,5.5,1,1,5,1,1,5,4,4,11.5,10,5,7.5,8.5,9.5,3,3,6.5,9.5,2.5,2.5,5.5,9,2,2,8.5,4.007936508,3.896825397,4.253968254,4.015873016,3.777777778,4.158730159,4.063492063,3.873015873,4.23015873,3.76984127,3.468253968,3.920634921
1,2,NTG,10,10.5,3.5,10.5,4,5.5,8.5,5.5,5.5,11.5,9,7,8,8.5,6.5,4,6.5,9,6,7,5.5,9.5,4.5,6.5,5,10,4,5.5,8.5,4.107438017,3.785123967,4.371900826,4.380165289,4.140495868,4.289256198,4.297520661,4.066115702,4.20661157,4.05785124,4.041322314,4.289256198
1,3,NTG,8,8,5,8.5,2.5,3,9.5,2,2,8,8,4,9,6.5,8.5,7,8,9.5,6,6.5,8,9.5,5,6,6.5,10,3.5,4,10,4.107438017,3.785123967,4.371900826,4.380165289,4.140495868,4.289256198,4.297520661,4.066115702,4.20661157,4.05785124,4.041322314,4.289256198
1,6,NTG,10.5,13,2.5,11,3,3.5,9,3.5,2.5,9,6.5,6,8,6,8,3,7.5,10,1,6,5,8,0.5,5.5,6,7.5,1,4.5,5,4.107438017,3.785123967,4.371900826,4.380165289,4.140495868,4.289256198,4.297520661,4.066115702,4.20661157,4.05785124,4.041322314,4.289256198
1,7,NTG,10,12,3,11,3,3.5,7,1.5,1.5,6.5,6.5,6,6.5,4.5,4.5,7.5,5.5,10,3.5,3.5,5,10.5,3.5,3.5,4.5,11.5,3,3,12,4.107438017,3.785123967,4.371900826,4.380165289,4.140495868,4.289256198,4.297520661,4.066115702,4.20661157,4.05785124,4.041322314,4.289256198
