Session,Assessor,Product,Fineness of texture,Reflection,Transparency,Thickness Flow,Peaking,Stringy,Cushion,Instant whitening,Covering,Pick up,Bounce,Firmness,Spreadability,Watery,Greasiness,Cooling,Shininess instant ,Smoothness instant ,Stickiness instant ,Residue instant ,Shininess 2 min ,Smoothness 2 min ,Stickiness 2 min ,Residue 2 min ,Shininess 5 min ,Smoothness 5 min ,Stickiness 5 min ,Residue 5 min ,Speed of absorption,Overall_Texture,Color_Tone,Overall_Spreadability,Absorption_Speed,Odour_after_applying,Smoothness,Leaves_no_residue_feel,Stickiness,Moisturizing,Brightening_effect,Tightening,Overall_Liking
1,5,Dr_Cilabo,12,12,14.5,6,1,1,1.5,1,0.5,1.5,1.5,1.5,12.5,7,6,8,7.5,7.5,7.5,7.5,6,9,5,5,5,10,2,2,8.5,4,4.330578512,4.363636364,4.165289256,3.545454545,4.157024793,4.239669421,4.132231405,3.842975207,3.809917355,3.595041322,3.983471074
1,6,Dr_Cilabo,11,11,14,2,0.5,0.5,4,0.5,0.5,3,2,1,9,10,3,4,6,7.5,4.5,5,3.5,8,1.5,3,3,6,1.5,3,12,4,4.330578512,4.363636364,4.165289256,3.545454545,4.157024793,4.239669421,4.132231405,3.842975207,3.809917355,3.595041322,3.983471074
1,7,Dr_Cilabo,14,14,14.5,6,0,0.5,3,0,0,2.5,2,2,11.5,11,4,8,5.5,5.5,5,5,4,7,4,4,3,9,3,3,12,4,4.330578512,4.363636364,4.165289256,3.545454545,4.157024793,4.239669421,4.132231405,3.842975207,3.809917355,3.595041322,3.983471074
1,10,Dr_Cilabo,10,12,14.5,7.5,1,1,1.5,1,0.5,1.5,1.5,1.5,11,7,6,8.5,8,7.5,5,5,7,9,4,4,6,10,3,3,8.5,4,4.330578512,4.363636364,4.165289256,3.545454545,4.157024793,4.239669421,4.132231405,3.842975207,3.809917355,3.595041322,3.983471074
1,11,Dr_Cilabo,10,9,13.5,2.5,1,1,4.5,1,1,5,5,1.5,12,8,7,6,6.5,6,5.5,7,6.5,5,5,6.5,5.5,5.5,4,6,9,4,4.330578512,4.363636364,4.165289256,3.545454545,4.157024793,4.239669421,4.132231405,3.842975207,3.809917355,3.595041322,3.983471074
1,12,Dr_Cilabo,11,9,14,2.5,1,1,6,1,1,6,5.5,1,11.5,8,6.5,6,6.5,6.5,6,7,6,8,6,6.5,5.5,8,5,6,10,4,4.330578512,4.363636364,4.165289256,3.545454545,4.157024793,4.239669421,4.132231405,3.842975207,3.809917355,3.595041322,3.983471074
1,13,Dr_Cilabo,10.5,11,12,2.5,0.5,0.5,1.5,0,0,2.5,2.5,2,12,11,3,7,6.5,6,6.5,5.5,5,5.5,4.5,4,4,4.5,3.5,3.5,10,4,4.330578512,4.363636364,4.165289256,3.545454545,4.157024793,4.239669421,4.132231405,3.842975207,3.809917355,3.595041322,3.983471074
1,15,Dr_Cilabo,14,13.5,13.5,3,0.5,0.5,3,0.5,0.5,4,1,1.5,13.5,10.5,4.5,9,8.5,6.5,7,6,7.5,7.5,7.5,5.5,7,10,5.5,4.5,10.5,4,4.330578512,4.363636364,4.165289256,3.545454545,4.157024793,4.239669421,4.132231405,3.842975207,3.809917355,3.595041322,3.983471074
1,16,Dr_Cilabo,10.5,8.5,13.5,2,0.5,0.5,1,0.5,0.5,1.5,1,1.5,9.5,10,7,4.5,7.5,6.5,7,6.5,6,8,5.5,5,4.5,7.5,3.5,3,10,4,4.330578512,4.363636364,4.165289256,3.545454545,4.157024793,4.239669421,4.132231405,3.842975207,3.809917355,3.595041322,3.983471074
1,17,Dr_Cilabo,13,13,14,4,1,1,2,0.5,0.5,4.5,4.5,4.5,9.5,10,5,8,6.5,6,6,5,4.5,6.5,4,3,3,7.5,3,2,9.5,4,4.330578512,4.363636364,4.165289256,3.545454545,4.157024793,4.239669421,4.132231405,3.842975207,3.809917355,3.595041322,3.983471074
2,2,Dr_Cilabo,11.5,10.5,15,3.5,1.5,1.5,3.5,1,1,3.5,6,3,10.5,12,3,8.5,7,8,6.5,7,6,6,5.5,5.5,5.5,5.5,5,5,8.5,4,4.330578512,4.363636364,4.165289256,3.545454545,4.157024793,4.239669421,4.132231405,3.842975207,3.809917355,3.595041322,3.983471074
2,3,Dr_Cilabo,9,8.5,11.5,3.5,1,1,2,1,1,2,2.5,2,8.5,9,6.5,8,8,7,8,7,6.5,8,6.5,6.5,6,9,6,5.5,8.5,4,4.330578512,4.363636364,4.165289256,3.545454545,4.157024793,4.239669421,4.132231405,3.842975207,3.809917355,3.595041322,3.983471074
2,5,Dr_Cilabo,12,12,14.5,3.5,2.5,2.5,2.5,1,1,4.5,2.5,2,12.5,12.5,3,7.5,5.5,8,4,3,5,8.5,3.5,2,4.5,8.5,2.5,1.5,12.5,4,4.330578512,4.363636364,4.165289256,3.545454545,4.157024793,4.239669421,4.132231405,3.842975207,3.809917355,3.595041322,3.983471074
2,6,Dr_Cilabo,10.5,10.5,14,2.5,1.5,1,6,0.5,1,4,0.5,1,11.5,10,4,6,6,6,4.5,5.5,6,7.5,4,4,5,6,3,3,12,4,4.330578512,4.363636364,4.165289256,3.545454545,4.157024793,4.239669421,4.132231405,3.842975207,3.809917355,3.595041322,3.983471074
2,7,Dr_Cilabo,14,14,14.5,5.5,0,1,3,0,0,3,2,2,11.5,11,3.5,7.5,5,6,5,5,4,7.5,4.5,4.5,3.5,8.5,4,4,9.5,4,4.330578512,4.363636364,4.165289256,3.545454545,4.157024793,4.239669421,4.132231405,3.842975207,3.809917355,3.595041322,3.983471074
2,10,Dr_Cilabo,10,12,14.5,4,1,1,1,1,0.5,1,1,1,10,12,3,8,6,7.5,5,5,5,9,4,4,4,10,3,3,9.5,4,4.330578512,4.363636364,4.165289256,3.545454545,4.157024793,4.239669421,4.132231405,3.842975207,3.809917355,3.595041322,3.983471074
2,11,Dr_Cilabo,14,13.5,14.5,3,0.5,0.5,3,0.5,0.5,4,1,2,11.5,9.5,4.5,6,7.5,8,6,4.5,6.5,9.5,5.5,3.5,5.5,10,5,2.5,13,4,4.330578512,4.363636364,4.165289256,3.545454545,4.157024793,4.239669421,4.132231405,3.842975207,3.809917355,3.595041322,3.983471074
2,12,Dr_Cilabo,11,9,14,2.5,1,3,4.5,1,1,6,6,1,11.5,8.5,6.5,6,7,6,4,7,6,7.5,3.5,6.5,5.5,8,3.5,6,9.5,4,4.330578512,4.363636364,4.165289256,3.545454545,4.157024793,4.239669421,4.132231405,3.842975207,3.809917355,3.595041322,3.983471074
2,13,Dr_Cilabo,11.5,11,13,3,2,2.5,2.5,0,0,3,2,2,11,10.5,3,7,7,6.5,7,6.5,5,6.5,5,5,3.5,6,4,4,10,4,4.330578512,4.363636364,4.165289256,3.545454545,4.157024793,4.239669421,4.132231405,3.842975207,3.809917355,3.595041322,3.983471074
2,15,Dr_Cilabo,14,13.5,14.5,3,0.5,0.5,3,0.5,0.5,4,1,2,11.5,9.5,4.5,6,7.5,8,6,4.5,6.5,9.5,5.5,3.5,5.5,10,5,2.5,13,4,4.330578512,4.363636364,4.165289256,3.545454545,4.157024793,4.239669421,4.132231405,3.842975207,3.809917355,3.595041322,3.983471074
2,16,Dr_Cilabo,9.5,9.5,14,2.5,0.5,0.5,1.5,0.5,0.5,2,1,2,6,11.5,3.5,3.5,6,6.5,5.5,5.5,4.5,8,4,3.5,3.5,7.5,2.5,2.5,11,4,4.330578512,4.363636364,4.165289256,3.545454545,4.157024793,4.239669421,4.132231405,3.842975207,3.809917355,3.595041322,3.983471074
2,17,Dr_Cilabo,9,8.5,13,2.5,1,1,1.5,1,1,2,1.5,2,9,11,7.5,8,6.5,6.5,6,6,6,7,5,5,5,8.5,3.5,3.5,9.5,4,4.330578512,4.363636364,4.165289256,3.545454545,4.157024793,4.239669421,4.132231405,3.842975207,3.809917355,3.595041322,3.983471074
1,2,Rapid_Z_2,12,10.5,8,4,1,1,8,1,1,3,3,3,10.5,9,6,8,8,7,7.5,7,7,6.5,6.5,6,6,6,5.5,5,8.5,3.806451613,3.701612903,4.096774194,3.919354839,3.169354839,3.830645161,3.838709677,3.532258065,3.951612903,3.741935484,3.75,3.661290323
1,3,Rapid_Z_2,10.5,9.5,7.5,6,3.5,5,5,1,1,5,4,3,10,8,7.5,8,9,6.5,8.5,8.5,8,6.5,8,8,7,7,8,6,8,3.806451613,3.701612903,4.096774194,3.919354839,3.169354839,3.830645161,3.838709677,3.532258065,3.951612903,3.741935484,3.75,3.661290323
1,6,Rapid_Z_2,9,7.5,10.5,3.5,1,4,7.5,0.5,0.5,3.5,1.5,1,9,9,6,7.5,6,7.5,6,5.5,6,7,5,4,5,8,3,3,9,3.806451613,3.701612903,4.096774194,3.919354839,3.169354839,3.830645161,3.838709677,3.532258065,3.951612903,3.741935484,3.75,3.661290323
1,7,Rapid_Z_2,12,12,7.5,5.5,1,3.5,6,0,0,4,2,3.5,11,10,6,7.5,7,6.5,7,7,6.5,7.5,6.5,6.5,6.5,8.5,5.5,5.5,10,3.806451613,3.701612903,4.096774194,3.919354839,3.169354839,3.830645161,3.838709677,3.532258065,3.951612903,3.741935484,3.75,3.661290323
1,10,Rapid_Z_2,11,12,12,5,1,6,3,1,0.5,2,2,2,12,6,8,7.5,9,7.5,7.5,7.5,8,6.5,6.5,6,7,5.5,5.5,5,7.5,3.806451613,3.701612903,4.096774194,3.919354839,3.169354839,3.830645161,3.838709677,3.532258065,3.951612903,3.741935484,3.75,3.661290323
1,11,Rapid_Z_2,10,11,10,3.5,4,8.5,4,2,2,4,4.5,3.5,10.5,5,6,4,7,4.5,4.5,5,6,7,3,5,6,4.5,3,4,9,3.806451613,3.701612903,4.096774194,3.919354839,3.169354839,3.830645161,3.838709677,3.532258065,3.951612903,3.741935484,3.75,3.661290323
1,12,Rapid_Z_2,12,10,11,2.5,1,7,8,1,1,7,7,1,11,6.5,7,4.5,7,6.5,5.5,7,6.5,7.5,4,6.5,6,9.5,3,5.5,10,3.806451613,3.701612903,4.096774194,3.919354839,3.169354839,3.830645161,3.838709677,3.532258065,3.951612903,3.741935484,3.75,3.661290323
1,14,Rapid_Z_2,10.5,11,10,4.5,4,4,6,0.5,0.5,7.5,2.5,2.5,10,8.5,6,6,6,7,5,5,5.5,7.5,4.5,4,4,8,3.5,3,12,3.806451613,3.701612903,4.096774194,3.919354839,3.169354839,3.830645161,3.838709677,3.532258065,3.951612903,3.741935484,3.75,3.661290323
1,15,Rapid_Z_2,10.5,11,6,3.5,0.5,4,6.5,0,0,4,1.5,2,12,5,6.5,7.5,9,8,6,8,8.5,7.5,6.5,7.5,8,7.5,7,6.5,8,3.806451613,3.701612903,4.096774194,3.919354839,3.169354839,3.830645161,3.838709677,3.532258065,3.951612903,3.741935484,3.75,3.661290323
1,16,Rapid_Z_2,11.5,9,11,5,1.5,5.5,3.5,1.5,1.5,2.5,2.5,3.5,11,11,7,7.5,8,7,7.5,6.5,7,8,6.5,5.5,6.5,7.5,5.5,4.5,10,3.806451613,3.701612903,4.096774194,3.919354839,3.169354839,3.830645161,3.838709677,3.532258065,3.951612903,3.741935484,3.75,3.661290323
1,17,Rapid_Z_2,14,11.5,9,4.5,3,6.5,5.5,0,0,4,4.5,4,11.5,9,6,7.5,6,7,9,5.5,5,7.5,6.5,4.5,3.5,7.5,4,3.5,10,3.806451613,3.701612903,4.096774194,3.919354839,3.169354839,3.830645161,3.838709677,3.532258065,3.951612903,3.741935484,3.75,3.661290323
1,22,Rapid_Z_2,12,9.5,8,4,1,4,3.5,0,0,4.5,3,3,12,9.5,8.5,8,9.5,8,6.5,6.5,8,8.5,5,5,7.5,9,4,4,8.5,3.806451613,3.701612903,4.096774194,3.919354839,3.169354839,3.830645161,3.838709677,3.532258065,3.951612903,3.741935484,3.75,3.661290323
2,2,Rapid_Z_2,12,10.5,8,4,1,1.5,8,1,1,3,3,3,10.5,9,6,8,8,8,7.5,7.5,7,7,6.5,6.5,6,6,5.5,5.5,7.5,3.806451613,3.701612903,4.096774194,3.919354839,3.169354839,3.830645161,3.838709677,3.532258065,3.951612903,3.741935484,3.75,3.661290323
2,3,Rapid_Z_2,10.5,10,8,5.5,3.5,5,4,1,1,5,4,3,10,8,7.5,9,9.5,6.5,9,9,8,7,8,7.5,7.5,7,8,7,7.5,3.806451613,3.701612903,4.096774194,3.919354839,3.169354839,3.830645161,3.838709677,3.532258065,3.951612903,3.741935484,3.75,3.661290323
2,6,Rapid_Z_2,10,6,11,4,0.5,4,6,0.5,0.5,3,1.5,1,10,9,7.5,5,7.5,7.5,6,6,6,8,5,4.5,4.5,8,4,4,8,3.806451613,3.701612903,4.096774194,3.919354839,3.169354839,3.830645161,3.838709677,3.532258065,3.951612903,3.741935484,3.75,3.661290323
2,7,Rapid_Z_2,12,12,7.5,5.5,1,3.5,6,0,0,4,2,3.5,11,10,6,7,6.5,6,7,7,6,7.5,6,5.5,5.5,9,5,5,10,3.806451613,3.701612903,4.096774194,3.919354839,3.169354839,3.830645161,3.838709677,3.532258065,3.951612903,3.741935484,3.75,3.661290323
2,10,Rapid_Z_2,11,12,12,5,1,6,3,1,0.5,2,2,2,12,6,8,7.5,9,7.5,7.5,7.5,8,6.5,6.5,6,7,5.5,5.5,5,7.5,3.806451613,3.701612903,4.096774194,3.919354839,3.169354839,3.830645161,3.838709677,3.532258065,3.951612903,3.741935484,3.75,3.661290323
2,11,Rapid_Z_2,10.5,12.5,10.5,5,3.5,8,3,2,2,4,4.5,3.5,9,7.5,4.5,6,6,6,3,4.5,5,6,3,4.5,4.5,7.5,3,4.5,12,3.806451613,3.701612903,4.096774194,3.919354839,3.169354839,3.830645161,3.838709677,3.532258065,3.951612903,3.741935484,3.75,3.661290323
2,12,Rapid_Z_2,12,9.5,11,2.5,1.5,6.5,8.5,1,1,7,7,1,11,6.5,7,5,7,7,6,7,6.5,7.5,5,6.5,6,9.5,3,6,9.5,3.806451613,3.701612903,4.096774194,3.919354839,3.169354839,3.830645161,3.838709677,3.532258065,3.951612903,3.741935484,3.75,3.661290323
2,14,Rapid_Z_2,10,11.5,9,5,4.5,3.5,6,0.5,0.5,7,3,2.5,10.5,8,5.5,6,7,6.5,6,6,5.5,7.5,5,5,5,8,4,4,11,3.806451613,3.701612903,4.096774194,3.919354839,3.169354839,3.830645161,3.838709677,3.532258065,3.951612903,3.741935484,3.75,3.661290323
2,15,Rapid_Z_2,11,11,6,3.5,0.5,5,6.5,0,0,4.5,1.5,2,12,4.5,6.5,7,9.5,7.5,6.5,9,9,7,6,8.5,8.5,7,7,8,7.5,3.806451613,3.701612903,4.096774194,3.919354839,3.169354839,3.830645161,3.838709677,3.532258065,3.951612903,3.741935484,3.75,3.661290323
2,16,Rapid_Z_2,11,9,11,4.5,1.5,5.5,3,1.5,1.5,2.5,2.5,3,11,10.5,7,6.5,7.5,8,7.5,6.5,6.5,8.5,6.5,5,6,8,4.5,3.5,11.5,3.806451613,3.701612903,4.096774194,3.919354839,3.169354839,3.830645161,3.838709677,3.532258065,3.951612903,3.741935484,3.75,3.661290323
2,17,Rapid_Z_2,14,11.5,9,4.5,3,6,5.5,0,0,4,4.5,4,11,9,6,8,6,6.5,9,6,5,7.5,6.5,5,4.5,7.5,5,4.5,10,3.806451613,3.701612903,4.096774194,3.919354839,3.169354839,3.830645161,3.838709677,3.532258065,3.951612903,3.741935484,3.75,3.661290323
2,22,Rapid_Z_2,12,10,8,8,1,4,3.5,0,0,4.5,3,3,12.5,9.5,8.5,8,9.5,8,6.5,6.5,8,8.5,5.5,5,7.5,9,5,4,8.5,3.806451613,3.701612903,4.096774194,3.919354839,3.169354839,3.830645161,3.838709677,3.532258065,3.951612903,3.741935484,3.75,3.661290323
1,2,Rapid_Z_1,12,10.5,9,4.5,1,1,6.5,1,1,3,3,3,10,8.5,6.5,8,7.5,7,7,7,6.5,6.5,6,6,5.5,7.5,5,5,8.5,4.10483871,3.637096774,4.177419355,4.080645161,3.5,4.072580645,4.048387097,3.782258065,4.096774194,3.870967742,3.782258065,3.967741935
1,3,Rapid_Z_1,10.5,9,7.5,6,4,4,6,1,1,4,4.5,3.5,10,8,7.5,8.5,9.5,7,8,8.5,8.5,6.5,8.5,8.5,9,6,8.5,8.5,6.5,4.10483871,3.637096774,4.177419355,4.080645161,3.5,4.072580645,4.048387097,3.782258065,4.096774194,3.870967742,3.782258065,3.967741935
1,6,Rapid_Z_1,10,7.5,11,4,0.5,2.5,6,0.5,0.5,3,1,1,10.5,9,6,7.5,6,7.5,6,6,5.5,7.5,5,4,4,7.5,3,3,9,4.10483871,3.637096774,4.177419355,4.080645161,3.5,4.072580645,4.048387097,3.782258065,4.096774194,3.870967742,3.782258065,3.967741935
1,7,Rapid_Z_1,12.5,12.5,7.5,5.5,1,3,6,0,0,4,2,3,11,10,8,7.5,8,5.5,10,10,7.5,6,9,9,7,6.5,8.5,8.5,6,4.10483871,3.637096774,4.177419355,4.080645161,3.5,4.072580645,4.048387097,3.782258065,4.096774194,3.870967742,3.782258065,3.967741935
1,10,Rapid_Z_1,11,12,12,5,1,5,2,1,0.5,2,2,2,12,6,8,7.5,10,8,7.5,7.5,9,6.5,6.5,6,8,6,5.5,5,7.5,4.10483871,3.637096774,4.177419355,4.080645161,3.5,4.072580645,4.048387097,3.782258065,4.096774194,3.870967742,3.782258065,3.967741935
1,11,Rapid_Z_1,10,12,11,4,3.5,6,3,2,1.5,5,4.5,3,10.5,6,7,7,6,7.5,6,6,6,6,4.5,6,5,6,3,4.5,9,4.10483871,3.637096774,4.177419355,4.080645161,3.5,4.072580645,4.048387097,3.782258065,4.096774194,3.870967742,3.782258065,3.967741935
1,12,Rapid_Z_1,12,9.5,10,3.5,1,5.5,8,1,1,6.5,7,1,12,6.5,8,6.5,8,7,6,7.5,7.5,7.5,5,7,6.5,9,3.5,6,9,4.10483871,3.637096774,4.177419355,4.080645161,3.5,4.072580645,4.048387097,3.782258065,4.096774194,3.870967742,3.782258065,3.967741935
1,14,Rapid_Z_1,10.5,12,11,4,4.5,4,6,0.5,0.5,7,3,3,10,7,5,6,6.5,6.5,5,5.5,6,7,7,5,5.5,7,4.5,4.5,10.5,4.10483871,3.637096774,4.177419355,4.080645161,3.5,4.072580645,4.048387097,3.782258065,4.096774194,3.870967742,3.782258065,3.967741935
1,15,Rapid_Z_1,12,12,6.5,4,0.5,3.5,6,0,0,3.5,1.5,1.5,12,5.5,7.5,8,9.5,7.5,6.5,9.5,9,7.5,7,8.5,9,8,7,8,5,4.10483871,3.637096774,4.177419355,4.080645161,3.5,4.072580645,4.048387097,3.782258065,4.096774194,3.870967742,3.782258065,3.967741935
1,16,Rapid_Z_1,11,9,12,4.5,1.5,2.5,2.5,1.5,1.5,2.5,2.5,3,11.5,11.5,7.5,7.5,8,8,7.5,6.5,6.5,9,7,5.5,5.5,8.5,4.5,3.5,11,4.10483871,3.637096774,4.177419355,4.080645161,3.5,4.072580645,4.048387097,3.782258065,4.096774194,3.870967742,3.782258065,3.967741935
1,17,Rapid_Z_1,14,11,8.5,5,3,5,5,0,0,4,4,4,11,7.5,7.5,7.5,7.5,7.5,8.5,7.5,6,8,6.5,5.5,4.5,8,5.5,4.5,9,4.10483871,3.637096774,4.177419355,4.080645161,3.5,4.072580645,4.048387097,3.782258065,4.096774194,3.870967742,3.782258065,3.967741935
1,22,Rapid_Z_1,12,9,9,4.5,0.5,4,3,0,0,4,1.5,2,12,9.5,8,8,9,9,6.5,6,8,9.5,6.5,4.5,7.5,10,4,3.5,9,4.10483871,3.637096774,4.177419355,4.080645161,3.5,4.072580645,4.048387097,3.782258065,4.096774194,3.870967742,3.782258065,3.967741935
2,2,Rapid_Z_1,12.5,11,9,4.5,1,1,6.5,1,1,3.5,3.5,3,10,8.5,6.5,8,7.5,8,7,7,6.5,6.5,6,6,5.5,7.5,5,5,8.5,4.10483871,3.637096774,4.177419355,4.080645161,3.5,4.072580645,4.048387097,3.782258065,4.096774194,3.870967742,3.782258065,3.967741935
2,3,Rapid_Z_1,10,9,7.5,6,3.5,4,5.5,1.5,1,4.5,4,3.5,10.5,8,7.5,8.5,9,7,8.5,9,8.5,6,8.5,8.5,8,6,8.5,8,6.5,4.10483871,3.637096774,4.177419355,4.080645161,3.5,4.072580645,4.048387097,3.782258065,4.096774194,3.870967742,3.782258065,3.967741935
2,6,Rapid_Z_1,9,7.5,11,4,1,2.5,6,0.5,0.5,3,2,2,10.5,9,6,7.5,6,7.5,6,6,5,8,3.5,3.5,4,9,2,1.5,9,4.10483871,3.637096774,4.177419355,4.080645161,3.5,4.072580645,4.048387097,3.782258065,4.096774194,3.870967742,3.782258065,3.967741935
2,7,Rapid_Z_1,12.5,12.5,7.5,5.5,1,3,6,0,0,4,2,3,11,10,7.5,7.5,7.5,5.5,9.5,9.5,7,6,8.5,8,6.5,7,7,7,7,4.10483871,3.637096774,4.177419355,4.080645161,3.5,4.072580645,4.048387097,3.782258065,4.096774194,3.870967742,3.782258065,3.967741935
2,10,Rapid_Z_1,11,12,12,5,1,5,2,1,0.5,2,2,2,12,6,8,7.5,10,8,7.5,7.5,9,7,6.5,6,8,6,5.5,5,7.5,4.10483871,3.637096774,4.177419355,4.080645161,3.5,4.072580645,4.048387097,3.782258065,4.096774194,3.870967742,3.782258065,3.967741935
2,11,Rapid_Z_1,10.5,12,11,4.5,3.5,6,3.5,2,2,4.5,4,3,9,6,6,4.5,6.5,4.5,3,5.5,5,6,3,4.5,5,6,3,4.5,11.5,4.10483871,3.637096774,4.177419355,4.080645161,3.5,4.072580645,4.048387097,3.782258065,4.096774194,3.870967742,3.782258065,3.967741935
2,12,Rapid_Z_1,11.5,10,10,3.5,1,6,8,1,1,7,7,1.5,11.5,6.5,8,5.5,8,6.5,6.5,7.5,7,7.5,5.5,6.5,6.5,8,4,6,8.5,4.10483871,3.637096774,4.177419355,4.080645161,3.5,4.072580645,4.048387097,3.782258065,4.096774194,3.870967742,3.782258065,3.967741935
2,14,Rapid_Z_1,10,12,10,5,4.5,4,6,0.5,0.5,7,3,2.5,9.5,8,5,6,6,6.5,5.5,5.5,4.5,6.5,4,4,5.5,8,3.5,3,11,4.10483871,3.637096774,4.177419355,4.080645161,3.5,4.072580645,4.048387097,3.782258065,4.096774194,3.870967742,3.782258065,3.967741935
2,15,Rapid_Z_1,12,12,6.5,4,0.5,3,6,0,0,4,1.5,1.5,12.5,5.5,7,5,9.5,7.5,6.5,9,9,7.5,7,8.5,8.5,8,7,8.5,5,4.10483871,3.637096774,4.177419355,4.080645161,3.5,4.072580645,4.048387097,3.782258065,4.096774194,3.870967742,3.782258065,3.967741935
2,16,Rapid_Z_1,11,9,12,4.5,1.5,2.5,2,2,2,2.5,2.5,3.5,11.5,11,8,7,8,8,8,6.5,7,9,7,5,6,8.5,5.5,4,10,4.10483871,3.637096774,4.177419355,4.080645161,3.5,4.072580645,4.048387097,3.782258065,4.096774194,3.870967742,3.782258065,3.967741935
2,17,Rapid_Z_1,14,11.5,8.5,5,3.5,5,5.5,0,0,4,4,4,11,8,6.5,7.5,7,8,9,6.5,5,8,6.5,5,4.5,8,5,4.5,9.5,4.10483871,3.637096774,4.177419355,4.080645161,3.5,4.072580645,4.048387097,3.782258065,4.096774194,3.870967742,3.782258065,3.967741935
2,22,Rapid_Z_1,12,9,9,4.5,1,4,3,0,0,4.5,3,3,12,9,8,8,9,9,6.5,6,8,9.5,4.5,5,7.5,10,4,3.5,9,4.10483871,3.637096774,4.177419355,4.080645161,3.5,4.072580645,4.048387097,3.782258065,4.096774194,3.870967742,3.782258065,3.967741935
